,growth_rate,birth_time,gen_time,v0,vf,lineage
341,0.013908264677705666,4075.0,54.0,1.86286,3.84669,4.0
342,0.011108838245210731,4130.0,62.0,1.95198,3.71818,4.0
343,0.012308301890253151,4193.0,60.0,1.79508,3.57261,4.0
344,0.01300149248103492,4254.0,71.0,1.65211,3.89856,4.0
345,0.012346569368631186,4326.0,63.0,1.97785,4.13453,4.0
346,0.013314172325052621,4390.0,58.0,1.93783,4.02016,4.0
347,0.013126677104647558,4449.0,64.0,1.91161,4.16476,4.0
348,0.013780395448440471,4514.0,56.0,1.83035,3.8018,4.0
349,0.013204973731352068,4571.0,59.0,1.78402,3.70008,4.0
350,0.011667587383395208,1.0,58.0,1.8315,3.44944,5.0
351,0.013749644649715061,60.0,72.0,1.40692,3.4152,5.0
352,0.011966327827273292,133.0,73.0,1.59601,3.67907,5.0
353,0.012137653883728762,207.0,68.0,1.8638,4.06831,5.0
354,0.01265296983924572,276.0,63.0,1.8528,3.85577,5.0
355,0.011848178194561014,340.0,61.0,1.79289,3.51552,5.0
356,0.01173359025032087,402.0,101.0,1.59284,4.84138,5.0
357,0.014487461806554087,504.0,50.0,2.12223,4.25093,5.0
358,0.013852593638735443,555.0,54.0,1.8092,3.7148,5.0
359,0.012789455542528513,610.0,68.0,1.91443,4.38815,5.0
360,0.011678599620028976,679.0,71.0,2.14907,4.73019,5.0
361,0.011632493743964155,751.0,121.0,2.08246,8.09226,5.0
362,0.012262337486721193,873.0,63.0,4.32878,9.20444,5.0
363,0.013957573198425152,937.0,23.0,4.32254,5.89207,5.0
364,0.012631880148992835,961.0,45.0,2.66929,4.50104,5.0
365,0.01284906711345873,1007.0,39.0,2.31829,3.65,5.0
366,0.011988161110255765,1047.0,65.0,1.70785,3.578,5.0
367,0.014061167353881661,1113.0,58.0,1.68296,3.6761,5.0
368,0.013476124413088835,1172.0,54.0,1.59885,3.16935,5.0
369,0.01289492561014958,1227.0,117.0,1.33445,5.50129,5.0
370,0.01384984060026381,1345.0,45.0,2.74414,5.01498,5.0
371,0.012887300212484597,1391.0,111.0,2.2226,8.98524,5.0
372,0.012328675756618158,1503.0,31.0,3.42848,4.95822,5.0
373,0.013622694142306506,1535.0,39.0,3.07844,5.11724,5.0
374,0.013463094545837013,1575.0,65.0,2.81377,6.57961,5.0
375,0.012669155617629317,1641.0,58.0,2.85797,5.86571,5.0
376,0.01363419855357831,1700.0,37.0,2.73151,4.41356,5.0
377,0.012717726498520838,1738.0,80.0,2.02807,5.35271,5.0
378,0.011086048618716596,1819.0,69.0,3.14817,6.61996,5.0
379,0.01172364126762957,1889.0,49.0,3.82928,6.6759,5.0
380,0.01148871639699996,1939.0,37.0,3.53063,5.339,5.0
381,0.011409466013630543,1977.0,79.0,2.5828,6.06751,5.0
382,0.009840942608954626,2057.0,35.0,3.07785,4.2789,5.0
383,0.010572219499731217,2093.0,47.0,2.32372,3.7657,5.0
384,0.01245618104358232,2141.0,123.0,1.78512,7.73593,5.0
385,0.013321552896305034,2265.0,49.0,3.39597,6.43141,5.0
386,0.011648109607763532,2315.0,40.0,3.30222,5.19646,5.0
387,0.014189081056146498,2356.0,46.0,2.59923,4.87724,5.0
388,0.011968350129648449,2403.0,51.0,2.32521,4.19024,5.0
389,0.013144389154626014,2455.0,67.0,1.75901,4.09627,5.0
390,0.010452429247921727,2523.0,89.0,1.93027,4.69727,5.0
391,0.011676342869647792,2613.0,53.0,2.38778,4.30605,5.0
392,0.013096089170464575,2667.0,54.0,2.05071,4.01726,5.0
393,0.012309048698330615,2722.0,66.0,1.85233,4.03615,5.0
